2025-12-22 21:28:03.180341 ; Session        ; Debug       ; Session log loaded as 'C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT\bin\Release\SessionLogs\tap 2025-12-22 21-28-02.txt'. [1.68 ms]
2025-12-22 21:28:03.217339 ; Session        ; Debug       ; Running '.\tap  package create "C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT\\package.xml" --install' in 'C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT\bin\Release'.
2025-12-22 21:28:03.262344 ; AssemblyFinder ; Debug       ; Found 17/41 assembly files. [14.9 ms]
2025-12-22 21:28:03.282335 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2025-12-22 21:28:03.652264 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2025-12-22 21:28:04.079739 ; Searcher       ; Debug       ; Ordered 12 assemblies according to references. [780 ms]
2025-12-22 21:28:04.145305 ; PluginManager  ; Debug       ; Found 5 plugin assemblies containing 205 plugin types. [850 ms]
2025-12-22 21:28:04.145305 ; PluginManager  ; Debug       ; Found version 9.28.2+504225fd  of OpenTap.dll
2025-12-22 21:28:04.146305 ; PluginManager  ; Debug       ; Found version 9.28.2+504225fd  of OpenTap.Package.dll
2025-12-22 21:28:04.146305 ; PluginManager  ; Debug       ; Found version 9.28.2+504225fd  of OpenTap.Plugins.BasicSteps.dll
2025-12-22 21:28:04.146305 ; PluginManager  ; Debug       ; Found version 9.17.5+6f353459  of Keysight.OpenTap.Wpf.dll
2025-12-22 21:28:04.146305 ; PluginManager  ; Debug       ; Found version 0.0.0            of KeysightGPT.dll
2025-12-22 21:28:04.146305 ; PluginManager  ; Debug       ; Searched 17 Assemblies. [853 ms]
2025-12-22 21:28:04.156300 ; AssemblyData   ; Debug       ; Loaded OpenTap. [564 us]
2025-12-22 21:28:04.170297 ; AssemblyData   ; Debug       ; Loaded Keysight.OpenTap.Wpf. [6.41 ms]
2025-12-22 21:28:04.180865 ; SystemInfo     ; Debug       ; Microsoft Windows 10.0.19045 X64
2025-12-22 21:28:04.180865 ; SystemInfo     ; Debug       ; .NET Framework 4.8.9310.0
2025-12-22 21:28:04.180865 ; SystemInfo     ; Debug       ; OpenTAP Engine 9.28.2+504225fd X64
2025-12-22 21:28:04.184860 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [3.67 ms]
2025-12-22 21:28:04.192868 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [7.48 ms]
2025-12-22 21:28:04.217873 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [4.63 ms]
2025-12-22 21:28:04.233869 ; Session        ; Debug       ; Session log loaded as 'C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT\bin\Release\SessionLogs\SessionLog 2025-12-22 21-28-02.txt'. [20.7 ms]
2025-12-22 21:28:04.286867 ; AssemblyData   ; Debug       ; Loaded mscorlib. [0 ns]
2025-12-22 21:28:04.358865 ; CLI            ; Debug       ; Executing CLI action: package \ create
2025-12-22 21:28:04.370863 ; VariableExpander ; Debug       ; Initialized variable expander:
2025-12-22 21:28:04.383855 ; Package        ; Debug       ; Package preprocessing completed. [17.5 ms]
2025-12-22 21:28:04.411854 ; Installation   ; Debug       ; KeysightGPT                    - 0.1.0-alpha
2025-12-22 21:28:04.411854 ; Installation   ; Debug       ; OpenTAP                        - 9.28.2+504225fd
2025-12-22 21:28:04.411854 ; Installation   ; Debug       ; Keysight Fixed License Manager - 1.6.2+d58f8a89
2025-12-22 21:28:04.411854 ; Installation   ; Debug       ; Keysight IO Libraries Suite    - 18.4.30319-beta.2.5+a2799c9d
2025-12-22 21:28:04.411854 ; Installation   ; Debug       ; PathWave License Manager       - 7.4.1+efeba870
2025-12-22 21:28:04.482788 ; Resolver       ; Debug       ; Found match for DotNet.Glob, Version=3.0.1.0, Culture=neutral, PublicKeyToken=b68cc888b4f632d1 in C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT\bin\Release\Dependencies\DotNet.Glob.3.0.1.0\DotNet.Glob.dll
2025-12-22 21:28:04.973145 ; Searcher       ; Debug       ; Ordered 38 assemblies according to references. [472 ms]
2025-12-22 21:28:05.009980 ; AssemblyData   ; Debug       ; Loaded KeysightGPT. [3.31 ms]
2025-12-22 21:28:05.099971 ; Package        ; Information ; Satisfying assembly reference to OpenTap by adding dependency on package OpenTAP
2025-12-22 21:28:05.099971 ; Package        ; Information ; Satisfying assembly reference to OpenTap.Plugins.BasicSteps by adding dependency on package OpenTAP
2025-12-22 21:28:05.099971 ; Package        ; Information ; Satisfying assembly reference to Newtonsoft.Json by adding dependency on package OpenTAP
2025-12-22 21:28:05.099971 ; Package        ; Information ; Satisfying assembly reference to System by adding dependency on package OpenTAP
2025-12-22 21:28:05.099971 ; Package        ; Information ; Adding dependency on package 'OpenTAP' version 9.28.2+504225fd
2025-12-22 21:28:05.104971 ; Package        ; Information ; 'KeysightGPT.dll' depends on 'Keysight.OpenTap.Wpf' version '9.17.5.0'. Adding dependency to package, it was not found in any other packages.
2025-12-22 21:28:05.106972 ; Package        ; Information ; 'KeysightGPT.dll' depends on 'Microsoft.Web.WebView2.Wpf' version '1.0.3405.78'. Adding dependency to package, it was not found in any other packages.
2025-12-22 21:28:05.106972 ; Package        ; Information ; 'KeysightGPT.dll' depends on 'Microsoft.Web.WebView2.Core' version '1.0.3405.78'. Adding dependency to package, it was not found in any other packages.
2025-12-22 21:28:05.117981 ; Package        ; Debug       ; Using temporary folder at 'C:\Users\Rachel\AppData\Local\Temp\lxsgh5mz.1r5'
2025-12-22 21:28:05.121980 ; Package        ; Debug       ; Updating version info for 'KeysightGPT.dll' [1.69 ms]
2025-12-22 21:28:05.126435 ; Resolver       ; Debug       ; Found match for Mono.Cecil, Version=0.10.1.0, Culture=neutral, PublicKeyToken=50cebf1cceb9d05e in C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT\bin\Release\Dependencies\Mono.Cecil.0.10.1.0\Mono.Cecil.dll
2025-12-22 21:28:05.561548 ; Package        ; Information ; Updated assembly version info using Mono method. [441 ms]
2025-12-22 21:28:05.566552 ; Package        ; Debug       ; Available custom actions for 'create' stage. (2 actions: OpenTap.Package.IncludePackageDependencies, OpenTap.Package.FileHashPackageAction)
2025-12-22 21:28:05.569550 ; Package        ; Information ; Package action IncludePackageDependencies completed [2.91 ms]
2025-12-22 21:28:05.626371 ; Package        ; Information ; Package action FileHashPackageAction completed [57.0 ms]
2025-12-22 21:28:05.626371 ; Package        ; Information ; Creating OpenTAP package.
2025-12-22 21:28:05.633369 ; Package        ; Debug       ; Compressed 'C:\Users\Rachel\AppData\Local\Temp\lxsgh5mz.1r5\Versioned\KeysightGPT.dll' [3.04 ms]
2025-12-22 21:28:05.745367 ; Package        ; Debug       ; Compressed 'C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT\bin\Release\Keysight.OpenTap.Wpf.dll' [112 ms]
2025-12-22 21:28:05.750376 ; Package        ; Debug       ; Compressed 'C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT\bin\Release\Microsoft.Web.WebView2.Wpf.dll' [5.20 ms]
2025-12-22 21:28:05.780368 ; Package        ; Debug       ; Compressed 'C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT\bin\Release\Microsoft.Web.WebView2.Core.dll' [29.5 ms]
2025-12-22 21:28:05.863374 ; Package        ; Debug       ; Verifying package integrity...
2025-12-22 21:28:05.885365 ; Package        ; Debug       ; Verified metadata integrity. [21.6 ms]
2025-12-22 21:28:05.893378 ; Package        ; Debug       ; Verified archive integrity. [30.2 ms]
2025-12-22 21:28:05.898373 ; PackageAction  ; Information ; OpenTAP plugin package 'KeysightGPT.0.1.0-alpha.TapPackage' containing 'KeysightGPT' successfully created.
2025-12-22 21:28:05.901372 ; PackageAction  ; Information ; Installed 'KeysightGPT' (C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT\bin\Release\Packages\KeysightGPT\package.xml)
2025-12-22 21:28:05.901372 ; CLI            ; Debug       ; CLI action returned exit code: 0 [1.54 s]
