2025-08-28 22:20:12.550059 ; Session        ; Debug       ; Session log loaded as 'C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT\bin\Debug\SessionLogs\MSBuild.25816 2025-08-28 22-20-11.txt'. [2.96 ms]
2025-08-28 22:20:12.563061 ; Session        ; Debug       ; Running '"C:\Program Files\Microsoft Visual Studio\2022\Community\MSBuild\Current\Bin\amd64\MSBuild.exe" /nologo /nodemode:1 /nodeReuse:true /low:false' in 'C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT'.
2025-08-28 22:20:12.612059 ; AssemblyFinder ; Debug       ; Found 5/26 assembly files. [5.80 ms]
2025-08-28 22:20:12.667064 ; Searcher       ; Debug       ; Ordered 5 assemblies according to references. [50.9 ms]
2025-08-28 22:20:12.699068 ; PluginManager  ; Debug       ; Found 3 plugin assemblies containing 176 plugin types. [83.6 ms]
2025-08-28 22:20:12.700056 ; PluginManager  ; Debug       ; Found version 9.28.2+504225fd  of OpenTap.dll from C:\Users\Rachel\.nuget\packages\opentap\9.28.2\build\payload\OpenTap.dll
2025-08-28 22:20:12.700056 ; PluginManager  ; Debug       ; Found version 9.28.2+504225fd  of OpenTap.Package.dll from C:\Users\Rachel\.nuget\packages\opentap\9.28.2\build\payload\OpenTap.Package.dll
2025-08-28 22:20:12.700056 ; PluginManager  ; Debug       ; Found version 9.28.2+504225fd  of OpenTap.Plugins.BasicSteps.dll from C:\Users\Rachel\.nuget\packages\opentap\9.28.2\build\payload\Packages\OpenTAP\OpenTap.Plugins.BasicSteps.dll
2025-08-28 22:20:12.700056 ; PluginManager  ; Debug       ; Searched 5 Assemblies. [86.1 ms]
2025-08-28 22:20:12.711062 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [362 us]
2025-08-28 22:20:12.711062 ; AssemblyData   ; Debug       ; Loaded OpenTap. [648 us]
2025-08-28 22:20:12.715057 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [3.93 ms]
2025-08-28 22:20:12.777057 ; AssemblyData   ; Debug       ; Loaded mscorlib. [200 ns]
2025-08-28 22:20:12.818063 ; SystemInfo     ; Debug       ; Microsoft Windows 10.0.19045 X64
2025-08-28 22:20:12.818063 ; SystemInfo     ; Debug       ; .NET Framework 4.8.9310.0
2025-08-28 22:20:12.818063 ; SystemInfo     ; Debug       ; OpenTAP Engine 9.28.2+504225fd X64
2025-08-28 22:20:12.899058 ; Installation   ; Debug       ; OpenTAP                        - 9.28.2+504225fd
2025-08-28 22:20:12.899058 ; Installation   ; Debug       ; TUI                            - 1.1.1+507fd903
2025-08-28 22:20:12.899058 ; Installation   ; Debug       ; Keysight Fixed License Manager - 1.6.2+d58f8a89
2025-08-28 22:20:12.899058 ; Installation   ; Debug       ; Keysight IO Libraries Suite    - 18.4.30319-beta.2.5+a2799c9d
2025-08-28 22:20:12.899058 ; Installation   ; Debug       ; PathWave License Manager       - 7.4.1+efeba870
2025-08-28 22:20:12.921060 ; Resolver       ; Debug       ; Found match for OpenTap.Repository.Client, Version=4.17.0.0, Culture=neutral, PublicKeyToken=null in C:\Users\Rachel\.nuget\packages\opentap\9.28.2\build\payload\Dependencies\OpenTap.Repository.Client.4.17.0.0\OpenTap.Repository.Client.dll
2025-08-28 22:20:12.952062 ; Settings       ; Debug       ; No settings file exists for AuthenticationSettings. A new instance with default values has been created. [320 us]
2025-08-28 22:20:12.967057 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [1.09 ms]
2025-08-28 22:20:13.149553 ; FilePackageRepository ; Debug       ; Rebuilding cache: .PackageCache.C83F5A61.17.xml [165 ms]
2025-08-28 22:20:13.158559 ; Package Query  ; Debug       ; Read 17 packages from [FilePackageRepository: file:///C:/Users/Rachel/AppData/Local/OpenTap/PackageCache] [183 ms]
2025-08-28 22:20:14.980407 ; HttpPackageRepository ; Debug       ; {"type":"TapPackage","directory":"/Packages/","version":"","architecture":"x64","os":"Windows"} -> found 1752 packages. [1.81 s]
2025-08-28 22:20:15.851412 ; HttpPackageRepository ; Debug       ; {"type":"TapPackage","directory":"/Packages/","name":"Keysight IO Libraries Suite","version":"beta","architecture":"x64","os":"Windows"} -> found 0 packages. [830 ms]
2025-08-28 22:20:15.864429 ; image          ; Debug       ; Resolved image: TUI:1, OpenTAP:9.28.2+504225fd, Keysight Fixed License Manager:^1.6.2+d58f8a89, Keysight IO Libraries Suite:^18.4.30319-beta.2.5+a2799c9d, PathWave License Manager:^7.4.1+efeba870 [872 ms]
2025-08-28 22:20:18.347847 ; OpenTAP        ; Information ; Target installation is already up to date.
