2025-11-19 22:40:47.910174 ; Session        ; Debug       ; Session log loaded as 'C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT\bin\Debug\SessionLogs\MSBuild.35596 2025-11-19 22-40-37.txt'. [4.12 ms]
2025-11-19 22:40:47.941173 ; Session        ; Debug       ; Running '"C:\Program Files\Microsoft Visual Studio\2022\Community\MSBuild\Current\Bin\amd64\MSBuild.exe" /nologo /nodemode:1 /nodeReuse:true /low:false' in 'C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT'.
2025-11-19 22:40:48.078173 ; AssemblyFinder ; Debug       ; Found 5/26 assembly files. [7.98 ms]
2025-11-19 22:40:48.307179 ; Searcher       ; Debug       ; Ordered 5 assemblies according to references. [223 ms]
2025-11-19 22:40:48.375177 ; PluginManager  ; Debug       ; Found 3 plugin assemblies containing 176 plugin types. [292 ms]
2025-11-19 22:40:48.377178 ; PluginManager  ; Debug       ; Found version 9.28.2+504225fd  of OpenTap.dll from C:\Users\Rachel\.nuget\packages\opentap\9.28.2\build\payload\OpenTap.dll
2025-11-19 22:40:48.377178 ; PluginManager  ; Debug       ; Found version 9.28.2+504225fd  of OpenTap.Package.dll from C:\Users\Rachel\.nuget\packages\opentap\9.28.2\build\payload\OpenTap.Package.dll
2025-11-19 22:40:48.377178 ; PluginManager  ; Debug       ; Found version 9.28.2+504225fd  of OpenTap.Plugins.BasicSteps.dll from C:\Users\Rachel\.nuget\packages\opentap\9.28.2\build\payload\Packages\OpenTAP\OpenTap.Plugins.BasicSteps.dll
2025-11-19 22:40:48.377178 ; PluginManager  ; Debug       ; Searched 5 Assemblies. [296 ms]
2025-11-19 22:40:48.398179 ; AssemblyData   ; Debug       ; Loaded OpenTap. [826 us]
2025-11-19 22:40:48.405182 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [427 us]
2025-11-19 22:40:48.410172 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [4.56 ms]
2025-11-19 22:40:48.551179 ; SystemInfo     ; Debug       ; Microsoft Windows 10.0.19045 X64
2025-11-19 22:40:48.551179 ; SystemInfo     ; Debug       ; .NET Framework 4.8.9310.0
2025-11-19 22:40:48.552175 ; SystemInfo     ; Debug       ; OpenTAP Engine 9.28.2+504225fd X64
2025-11-19 22:40:48.688175 ; AssemblyData   ; Debug       ; Loaded mscorlib. [200 ns]
2025-11-19 22:40:48.992179 ; Installation   ; Debug       ; OpenTAP                        - 9.28.2+504225fd
2025-11-19 22:40:48.992179 ; Installation   ; Debug       ; TUI                            - 1.1.1+507fd903
2025-11-19 22:40:48.992179 ; Installation   ; Debug       ; Keysight Fixed License Manager - 1.6.2+d58f8a89
2025-11-19 22:40:48.992179 ; Installation   ; Debug       ; Keysight IO Libraries Suite    - 18.4.30319-beta.2.5+a2799c9d
2025-11-19 22:40:48.992179 ; Installation   ; Debug       ; PathWave License Manager       - 7.4.1+efeba870
2025-11-19 22:40:49.115169 ; Resolver       ; Debug       ; Found match for OpenTap.Repository.Client, Version=4.17.0.0, Culture=neutral, PublicKeyToken=null in C:\Users\Rachel\.nuget\packages\opentap\9.28.2\build\payload\Dependencies\OpenTap.Repository.Client.4.17.0.0\OpenTap.Repository.Client.dll
2025-11-19 22:40:49.193174 ; Settings       ; Debug       ; No settings file exists for AuthenticationSettings. A new instance with default values has been created. [563 us]
2025-11-19 22:40:49.229177 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [1.95 ms]
2025-11-19 22:40:49.556101 ; FilePackageRepository ; Debug       ; Rebuilding cache: .PackageCache.C83F5A61.17.xml [294 ms]
2025-11-19 22:40:49.571101 ; Package Query  ; Debug       ; Read 17 packages from [FilePackageRepository: file:///C:/Users/Rachel/AppData/Local/OpenTap/PackageCache] [325 ms]
2025-11-19 22:40:51.577111 ; HttpPackageRepository ; Debug       ; {"type":"TapPackage","directory":"/Packages/","version":"","architecture":"x64","os":"Windows"} -> found 1825 packages. [1.98 s]
2025-11-19 22:40:52.500242 ; HttpPackageRepository ; Debug       ; {"type":"TapPackage","directory":"/Packages/","name":"Keysight IO Libraries Suite","version":"beta","architecture":"x64","os":"Windows"} -> found 0 packages. [831 ms]
2025-11-19 22:40:52.523244 ; image          ; Debug       ; Resolved image: TUI:1, OpenTAP:9.28.2+504225fd, Keysight Fixed License Manager:^1.6.2+d58f8a89, Keysight IO Libraries Suite:^18.4.30319-beta.2.5+a2799c9d, PathWave License Manager:^7.4.1+efeba870 [933 ms]
2025-11-19 22:40:54.798534 ; OpenTAP        ; Information ; Target installation is already up to date.
