2025-08-28 22:20:13.633204 ; Session        ; Debug       ; Session log loaded as 'C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT\bin\Debug\SessionLogs\MSBuild.20228 2025-08-28 22-20-13.txt'. [2.78 ms]
2025-08-28 22:20:13.645187 ; Session        ; Debug       ; Running '"C:\Program Files\Microsoft Visual Studio\2022\Community\MSBuild\Current\Bin\amd64\MSBuild.exe" /nologo /nodemode:1 /nodeReuse:true /low:false' in 'C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT'.
2025-08-28 22:20:13.688764 ; AssemblyFinder ; Debug       ; Found 5/26 assembly files. [5.21 ms]
2025-08-28 22:20:13.718745 ; Searcher       ; Debug       ; Ordered 5 assemblies according to references. [26.3 ms]
2025-08-28 22:20:13.745745 ; PluginManager  ; Debug       ; Found 3 plugin assemblies containing 176 plugin types. [54.0 ms]
2025-08-28 22:20:13.747745 ; PluginManager  ; Debug       ; Found version 9.28.2+504225fd  of OpenTap.dll from C:\Users\Rachel\.nuget\packages\opentap\9.28.2\build\payload\OpenTap.dll
2025-08-28 22:20:13.747745 ; PluginManager  ; Debug       ; Found version 9.28.2+504225fd  of OpenTap.Package.dll from C:\Users\Rachel\.nuget\packages\opentap\9.28.2\build\payload\OpenTap.Package.dll
2025-08-28 22:20:13.747745 ; PluginManager  ; Debug       ; Found version 9.28.2+504225fd  of OpenTap.Plugins.BasicSteps.dll from C:\Users\Rachel\.nuget\packages\opentap\9.28.2\build\payload\Packages\OpenTAP\OpenTap.Plugins.BasicSteps.dll
2025-08-28 22:20:13.747745 ; PluginManager  ; Debug       ; Searched 5 Assemblies. [56.2 ms]
2025-08-28 22:20:13.755742 ; AssemblyData   ; Debug       ; Loaded OpenTap. [537 us]
2025-08-28 22:20:13.755742 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [238 us]
2025-08-28 22:20:13.759756 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [3.53 ms]
2025-08-28 22:20:13.826043 ; AssemblyData   ; Debug       ; Loaded mscorlib. [200 ns]
2025-08-28 22:20:13.885952 ; SystemInfo     ; Debug       ; Microsoft Windows 10.0.19045 X64
2025-08-28 22:20:13.885952 ; SystemInfo     ; Debug       ; .NET Framework 4.8.9310.0
2025-08-28 22:20:13.885952 ; SystemInfo     ; Debug       ; OpenTAP Engine 9.28.2+504225fd X64
2025-08-28 22:20:13.970602 ; Installation   ; Debug       ; OpenTAP                        - 9.28.2+504225fd
2025-08-28 22:20:13.970602 ; Installation   ; Debug       ; TUI                            - 1.1.1+507fd903
2025-08-28 22:20:13.970602 ; Installation   ; Debug       ; Keysight Fixed License Manager - 1.6.2+d58f8a89
2025-08-28 22:20:13.970602 ; Installation   ; Debug       ; Keysight IO Libraries Suite    - 18.4.30319-beta.2.5+a2799c9d
2025-08-28 22:20:13.970602 ; Installation   ; Debug       ; PathWave License Manager       - 7.4.1+efeba870
2025-08-28 22:20:13.992296 ; Resolver       ; Debug       ; Found match for OpenTap.Repository.Client, Version=4.17.0.0, Culture=neutral, PublicKeyToken=null in C:\Users\Rachel\.nuget\packages\opentap\9.28.2\build\payload\Dependencies\OpenTap.Repository.Client.4.17.0.0\OpenTap.Repository.Client.dll
2025-08-28 22:20:14.018302 ; Settings       ; Debug       ; No settings file exists for AuthenticationSettings. A new instance with default values has been created. [371 us]
2025-08-28 22:20:14.024392 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [1.02 ms]
2025-08-28 22:20:14.156012 ; FilePackageRepository ; Debug       ; Rebuilding cache: .PackageCache.C83F5A61.17.xml [115 ms]
2025-08-28 22:20:14.162855 ; Package Query  ; Debug       ; Read 17 packages from [FilePackageRepository: file:///C:/Users/Rachel/AppData/Local/OpenTap/PackageCache] [130 ms]
2025-08-28 22:20:15.931596 ; HttpPackageRepository ; Debug       ; {"type":"TapPackage","directory":"/Packages/","version":"","architecture":"x64","os":"Windows"} -> found 1752 packages. [1.76 s]
2025-08-28 22:20:18.014298 ; HttpPackageRepository ; Debug       ; {"type":"TapPackage","directory":"/Packages/","name":"Keysight IO Libraries Suite","version":"beta","architecture":"x64","os":"Windows"} -> found 0 packages. [2.04 s]
2025-08-28 22:20:18.025320 ; image          ; Debug       ; Resolved image: TUI:1, OpenTAP:9.28.2+504225fd, Keysight Fixed License Manager:^1.6.2+d58f8a89, Keysight IO Libraries Suite:^18.4.30319-beta.2.5+a2799c9d, PathWave License Manager:^7.4.1+efeba870 [2.08 s]
