2025-08-27 16:31:11.071873 ; Session        ; Debug       ; Session log loaded as 'C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT\bin\Debug\SessionLogs\MSBuild.19776 2025-08-27 16-31-09.txt'. [6.30 ms]
2025-08-27 16:31:11.091864 ; Session        ; Debug       ; Running '"C:\Program Files\Microsoft Visual Studio\2022\Community\MSBuild\Current\Bin\amd64\MSBuild.exe" /nologo /nodemode:1 /nodeReuse:true /low:false' in 'C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT'.
2025-08-27 16:31:11.200911 ; AssemblyFinder ; Debug       ; Found 5/26 assembly files. [12.5 ms]
2025-08-27 16:31:11.253966 ; Searcher       ; Debug       ; Ordered 5 assemblies according to references. [43.7 ms]
2025-08-27 16:31:11.296023 ; PluginManager  ; Debug       ; Found 3 plugin assemblies containing 176 plugin types. [88.1 ms]
2025-08-27 16:31:11.298016 ; PluginManager  ; Debug       ; Found version 9.28.2+504225fd  of OpenTap.dll from C:\Users\Rachel\.nuget\packages\opentap\9.28.2\build\payload\OpenTap.dll
2025-08-27 16:31:11.298016 ; PluginManager  ; Debug       ; Found version 9.28.2+504225fd  of OpenTap.Package.dll from C:\Users\Rachel\.nuget\packages\opentap\9.28.2\build\payload\OpenTap.Package.dll
2025-08-27 16:31:11.298016 ; PluginManager  ; Debug       ; Found version 9.28.2+504225fd  of OpenTap.Plugins.BasicSteps.dll from C:\Users\Rachel\.nuget\packages\opentap\9.28.2\build\payload\Packages\OpenTAP\OpenTap.Plugins.BasicSteps.dll
2025-08-27 16:31:11.298016 ; PluginManager  ; Debug       ; Searched 5 Assemblies. [91.6 ms]
2025-08-27 16:31:11.325559 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [869 us]
2025-08-27 16:31:11.329555 ; AssemblyData   ; Debug       ; Loaded OpenTap. [295 us]
2025-08-27 16:31:11.331556 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [4.58 ms]
2025-08-27 16:31:11.355065 ; SystemInfo     ; Debug       ; Microsoft Windows 10.0.19045 X64
2025-08-27 16:31:11.355065 ; SystemInfo     ; Debug       ; .NET Framework 4.8.9310.0
2025-08-27 16:31:11.355065 ; SystemInfo     ; Debug       ; OpenTAP Engine 9.28.2+504225fd X64
2025-08-27 16:31:11.412603 ; AssemblyData   ; Debug       ; Loaded mscorlib. [100 ns]
2025-08-27 16:31:11.572199 ; Installation   ; Debug       ; OpenTAP                        - 9.28.2+504225fd
2025-08-27 16:31:11.572199 ; Installation   ; Debug       ; TUI                            - 1.1.1+507fd903
2025-08-27 16:31:11.572199 ; Installation   ; Debug       ; Keysight Fixed License Manager - 1.6.2+d58f8a89
2025-08-27 16:31:11.572199 ; Installation   ; Debug       ; Keysight IO Libraries Suite    - 18.4.30319-beta.2.5+a2799c9d
2025-08-27 16:31:11.572199 ; Installation   ; Debug       ; PathWave License Manager       - 7.4.1+efeba870
2025-08-27 16:31:11.617731 ; Resolver       ; Debug       ; Found match for OpenTap.Repository.Client, Version=4.17.0.0, Culture=neutral, PublicKeyToken=null in C:\Users\Rachel\.nuget\packages\opentap\9.28.2\build\payload\Dependencies\OpenTap.Repository.Client.4.17.0.0\OpenTap.Repository.Client.dll
2025-08-27 16:31:11.683282 ; Settings       ; Debug       ; No settings file exists for AuthenticationSettings. A new instance with default values has been created. [490 us]
2025-08-27 16:31:11.697267 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [1.72 ms]
2025-08-27 16:31:11.940114 ; FilePackageRepository ; Debug       ; Rebuilding cache: .PackageCache.C83F5A61.17.xml [215 ms]
2025-08-27 16:31:11.952112 ; Package Query  ; Debug       ; Read 17 packages from [FilePackageRepository: file:///C:/Users/Rachel/AppData/Local/OpenTap/PackageCache] [243 ms]
2025-08-27 16:31:14.283047 ; HttpPackageRepository ; Debug       ; {"type":"TapPackage","directory":"/Packages/","version":"","architecture":"x64","os":"Windows"} -> found 1752 packages. [2.32 s]
2025-08-27 16:31:15.257396 ; HttpPackageRepository ; Debug       ; {"type":"TapPackage","directory":"/Packages/","name":"Keysight IO Libraries Suite","version":"beta","architecture":"x64","os":"Windows"} -> found 0 packages. [935 ms]
2025-08-27 16:31:15.268418 ; image          ; Debug       ; Resolved image: TUI:1, OpenTAP:9.28.2+504225fd, Keysight Fixed License Manager:^1.6.2+d58f8a89, Keysight IO Libraries Suite:^18.4.30319-beta.2.5+a2799c9d, PathWave License Manager:^7.4.1+efeba870 [970 ms]
2025-08-27 16:31:18.785041 ; OpenTAP        ; Information ; Target installation is already up to date.
