2025-11-14 23:39:38.731329 ; Session        ; Debug       ; Session log loaded as 'C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT\bin\Debug\SessionLogs\MSBuild.1160 2025-11-14 23-39-37.txt'. [4.05 ms]
2025-11-14 23:39:38.750329 ; Session        ; Debug       ; Running '"C:\Program Files\Microsoft Visual Studio\2022\Community\MSBuild\Current\Bin\amd64\MSBuild.exe" /nologo /nodemode:1 /nodeReuse:true /low:false' in 'C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT'.
2025-11-14 23:39:38.846328 ; AssemblyFinder ; Debug       ; Found 5/26 assembly files. [7.99 ms]
2025-11-14 23:39:38.938335 ; Searcher       ; Debug       ; Ordered 5 assemblies according to references. [86.0 ms]
2025-11-14 23:39:38.984795 ; PluginManager  ; Debug       ; Found 3 plugin assemblies containing 176 plugin types. [133 ms]
2025-11-14 23:39:38.986838 ; PluginManager  ; Debug       ; Found version 9.28.2+504225fd  of OpenTap.dll from C:\Users\Rachel\.nuget\packages\opentap\9.28.2\build\payload\OpenTap.dll
2025-11-14 23:39:38.986838 ; PluginManager  ; Debug       ; Found version 9.28.2+504225fd  of OpenTap.Package.dll from C:\Users\Rachel\.nuget\packages\opentap\9.28.2\build\payload\OpenTap.Package.dll
2025-11-14 23:39:38.986838 ; PluginManager  ; Debug       ; Found version 9.28.2+504225fd  of OpenTap.Plugins.BasicSteps.dll from C:\Users\Rachel\.nuget\packages\opentap\9.28.2\build\payload\Packages\OpenTAP\OpenTap.Plugins.BasicSteps.dll
2025-11-14 23:39:38.986838 ; PluginManager  ; Debug       ; Searched 5 Assemblies. [137 ms]
2025-11-14 23:39:39.002384 ; AssemblyData   ; Debug       ; Loaded OpenTap. [626 us]
2025-11-14 23:39:39.003385 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [1.24 ms]
2025-11-14 23:39:39.007263 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [5.38 ms]
2025-11-14 23:39:39.014454 ; SystemInfo     ; Debug       ; Microsoft Windows 10.0.19045 X64
2025-11-14 23:39:39.014454 ; SystemInfo     ; Debug       ; .NET Framework 4.8.9310.0
2025-11-14 23:39:39.014454 ; SystemInfo     ; Debug       ; OpenTAP Engine 9.28.2+504225fd X64
2025-11-14 23:39:39.101200 ; AssemblyData   ; Debug       ; Loaded mscorlib. [100 ns]
2025-11-14 23:39:39.282200 ; Installation   ; Debug       ; OpenTAP                        - 9.28.2+504225fd
2025-11-14 23:39:39.282200 ; Installation   ; Debug       ; TUI                            - 1.1.1+507fd903
2025-11-14 23:39:39.282200 ; Installation   ; Debug       ; Keysight Fixed License Manager - 1.6.2+d58f8a89
2025-11-14 23:39:39.282200 ; Installation   ; Debug       ; Keysight IO Libraries Suite    - 18.4.30319-beta.2.5+a2799c9d
2025-11-14 23:39:39.282200 ; Installation   ; Debug       ; PathWave License Manager       - 7.4.1+efeba870
2025-11-14 23:39:39.309223 ; Resolver       ; Debug       ; Found match for OpenTap.Repository.Client, Version=4.17.0.0, Culture=neutral, PublicKeyToken=null in C:\Users\Rachel\.nuget\packages\opentap\9.28.2\build\payload\Dependencies\OpenTap.Repository.Client.4.17.0.0\OpenTap.Repository.Client.dll
2025-11-14 23:39:39.349206 ; Settings       ; Debug       ; No settings file exists for AuthenticationSettings. A new instance with default values has been created. [383 us]
2025-11-14 23:39:39.360209 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [2.35 ms]
2025-11-14 23:39:39.533344 ; FilePackageRepository ; Debug       ; Rebuilding cache: .PackageCache.C83F5A61.17.xml [153 ms]
2025-11-14 23:39:39.540334 ; Package Query  ; Debug       ; Read 17 packages from [FilePackageRepository: file:///C:/Users/Rachel/AppData/Local/OpenTap/PackageCache] [171 ms]
2025-11-14 23:39:41.812996 ; HttpPackageRepository ; Debug       ; {"type":"TapPackage","directory":"/Packages/","version":"","architecture":"x64","os":"Windows"} -> found 1821 packages. [2.26 s]
2025-11-14 23:39:43.016416 ; HttpPackageRepository ; Debug       ; {"type":"TapPackage","directory":"/Packages/","name":"Keysight IO Libraries Suite","version":"beta","architecture":"x64","os":"Windows"} -> found 0 packages. [1.16 s]
2025-11-14 23:39:43.055806 ; image          ; Debug       ; Resolved image: TUI:1, OpenTAP:9.28.2+504225fd, Keysight Fixed License Manager:^1.6.2+d58f8a89, Keysight IO Libraries Suite:^18.4.30319-beta.2.5+a2799c9d, PathWave License Manager:^7.4.1+efeba870 [1.23 s]
2025-11-14 23:39:45.389934 ; OpenTAP        ; Information ; Target installation is already up to date.
