2025-08-27 16:05:17.323687 ; Session        ; Debug       ; Session log loaded as 'C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT\bin\Debug\SessionLogs\MSBuild.20416 2025-08-27 16-05-16.txt'. [4.55 ms]
2025-08-27 16:05:17.345603 ; Session        ; Debug       ; Running '"C:\Program Files\Microsoft Visual Studio\2022\Community\MSBuild\Current\Bin\amd64\MSBuild.exe" /nologo /nodemode:1 /nodeReuse:true /low:false' in 'C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT'.
2025-08-27 16:05:17.447131 ; AssemblyFinder ; Debug       ; Found 5/26 assembly files. [10.0 ms]
2025-08-27 16:05:17.526667 ; Searcher       ; Debug       ; Ordered 5 assemblies according to references. [73.3 ms]
2025-08-27 16:05:17.570666 ; PluginManager  ; Debug       ; Found 3 plugin assemblies containing 176 plugin types. [119 ms]
2025-08-27 16:05:17.572670 ; PluginManager  ; Debug       ; Found version 9.28.2+504225fd  of OpenTap.dll from C:\Users\Rachel\.nuget\packages\opentap\9.28.2\build\payload\OpenTap.dll
2025-08-27 16:05:17.572670 ; PluginManager  ; Debug       ; Found version 9.28.2+504225fd  of OpenTap.Package.dll from C:\Users\Rachel\.nuget\packages\opentap\9.28.2\build\payload\OpenTap.Package.dll
2025-08-27 16:05:17.572670 ; PluginManager  ; Debug       ; Found version 9.28.2+504225fd  of OpenTap.Plugins.BasicSteps.dll from C:\Users\Rachel\.nuget\packages\opentap\9.28.2\build\payload\Packages\OpenTAP\OpenTap.Plugins.BasicSteps.dll
2025-08-27 16:05:17.572670 ; PluginManager  ; Debug       ; Searched 5 Assemblies. [122 ms]
2025-08-27 16:05:17.587669 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [694 us]
2025-08-27 16:05:17.589662 ; AssemblyData   ; Debug       ; Loaded OpenTap. [320 us]
2025-08-27 16:05:17.593665 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [4.27 ms]
2025-08-27 16:05:17.610662 ; SystemInfo     ; Debug       ; Microsoft Windows 10.0.19045 X64
2025-08-27 16:05:17.610662 ; SystemInfo     ; Debug       ; .NET Framework 4.8.9310.0
2025-08-27 16:05:17.610662 ; SystemInfo     ; Debug       ; OpenTAP Engine 9.28.2+504225fd X64
2025-08-27 16:05:17.680689 ; AssemblyData   ; Debug       ; Loaded mscorlib. [600 ns]
2025-08-27 16:05:17.848827 ; Installation   ; Debug       ; OpenTAP                        - 9.28.2+504225fd
2025-08-27 16:05:17.849828 ; Installation   ; Debug       ; TUI                            - 1.1.1+507fd903
2025-08-27 16:05:17.849828 ; Installation   ; Debug       ; Keysight Fixed License Manager - 1.6.2+d58f8a89
2025-08-27 16:05:17.849828 ; Installation   ; Debug       ; Keysight IO Libraries Suite    - 18.4.30319-beta.2.5+a2799c9d
2025-08-27 16:05:17.849828 ; Installation   ; Debug       ; PathWave License Manager       - 7.4.1+efeba870
2025-08-27 16:05:17.878300 ; Resolver       ; Debug       ; Found match for OpenTap.Repository.Client, Version=4.17.0.0, Culture=neutral, PublicKeyToken=null in C:\Users\Rachel\.nuget\packages\opentap\9.28.2\build\payload\Dependencies\OpenTap.Repository.Client.4.17.0.0\OpenTap.Repository.Client.dll
2025-08-27 16:05:17.912360 ; Settings       ; Debug       ; No settings file exists for AuthenticationSettings. A new instance with default values has been created. [762 us]
2025-08-27 16:05:17.929353 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [1.23 ms]
2025-08-27 16:05:18.116384 ; FilePackageRepository ; Debug       ; Rebuilding cache: .PackageCache.C83F5A61.17.xml [167 ms]
2025-08-27 16:05:18.128387 ; Package Query  ; Debug       ; Read 17 packages from [FilePackageRepository: file:///C:/Users/Rachel/AppData/Local/OpenTap/PackageCache] [189 ms]
2025-08-27 16:05:20.678367 ; HttpPackageRepository ; Debug       ; {"type":"TapPackage","directory":"/Packages/","version":"","architecture":"x64","os":"Windows"} -> found 1752 packages. [2.54 s]
2025-08-27 16:05:21.733442 ; HttpPackageRepository ; Debug       ; {"type":"TapPackage","directory":"/Packages/","name":"Keysight IO Libraries Suite","version":"beta","architecture":"x64","os":"Windows"} -> found 0 packages. [984 ms]
2025-08-27 16:05:21.751440 ; image          ; Debug       ; Resolved image: TUI:1, OpenTAP:9.28.2+504225fd, Keysight Fixed License Manager:^1.6.2+d58f8a89, Keysight IO Libraries Suite:^18.4.30319-beta.2.5+a2799c9d, PathWave License Manager:^7.4.1+efeba870 [1.05 s]
2025-08-27 16:05:24.639674 ; OpenTAP        ; Information ; Target installation is already up to date.
